distance_km,weather_severity,traffic_index,weather_traffic_interaction,delay_hours
1415.2985181898648,3,7,21,10.387101499941766
1352.7582905987083,4,9,36,10.613426274078831
937.0599703355192,9,1,9,6.554971406814231
1390.6239290323635,4,3,12,8.15242471480017
223.8895028726873,3,9,27,9.070381399295787
374.3760073868033,5,8,40,11.561571769668653
163.3182044747533,7,2,14,4.872882825897649
555.4624630685701,5,8,40,11.904284258480335
644.1482055652748,4,8,32,9.826636079648251
479.8886444834543,8,2,16,6.310202036438787
1260.232512812701,4,8,32,11.057982158719394
599.454657371025,2,3,6,3.6298428065458928
493.30831356233307,10,7,70,16.810236641470023
859.7745164215479,6,9,54,13.447758196510753
297.2939149646677,2,4,8,1.7361834553914397
1223.0757730556556,3,6,18,8.56499470117663
204.37090115167916,1,9,9,6.564561286668241
1481.6417112407241,5,5,25,12.54465069212413
1181.1426770153205,9,1,9,8.458636765471391
378.2019541478414,2,3,6,4.8127259356569745
107.73096397304336,7,9,63,15.70929211038393
1241.6459998367677,5,3,15,7.612145732038464
1089.600281386664,2,10,20,8.595457230956287
1120.6100352573822,8,2,16,6.487853486165051
1179.778485360324,6,4,24,9.645322855906377
203.6625124277265,4,5,20,5.354834979590613
601.8520199619817,4,7,28,9.267831084722191
262.2166833351816,2,7,14,2.277785713586842
1308.344796225831,3,9,27,11.867398021081218
972.6173775585811,7,8,56,14.093118167056495
563.2572347937089,3,2,6,1.5848455306730531
188.98169040043308,5,8,40,12.161650419402218
535.3752504019271,10,8,80,20.715362783388155
555.2566508374459,6,5,30,9.28380938353885
1121.4486496732898,6,3,18,6.867221132170259
992.5804598972984,4,9,36,13.262581889091113
1342.0978396068572,6,7,42,12.430690549530263
761.100895226729,3,1,3,3.035745132685264
267.43194431362235,7,8,56,16.25732826458231
1098.542702112193,7,10,70,19.359984045233393
1165.0990680636564,4,5,20,8.460963312684061
885.7880765972948,2,6,12,6.157738667624357
1179.3540519363853,7,9,63,17.574447861139756
791.3138349101471,3,10,30,11.381638263685117
831.8259611347917,1,8,8,4.675372475294506
698.5574257019695,2,3,6,5.909500562411998
135.58677744173326,10,5,50,12.083965195929807
251.04799779062623,9,4,36,9.895308070169694
144.00085996142795,8,1,8,5.508433851547444
990.9745757692925,6,5,30,10.069740452432733
540.0983735068573,6,10,60,17.201736369117473
811.9989676305839,1,7,7,5.703458442545989
1370.5930634965302,2,1,2,4.190185509785467
449.00912080842494,4,4,16,6.421077446301714
674.5360922498817,3,6,18,7.909930976657494
1157.771593960268,1,9,9,8.404798299425318
420.3174316882714,8,8,64,17.618625935599578
207.7718737603102,7,2,14,6.904481197549972
505.6520340792752,4,3,12,4.0213873237261595
325.7098021556062,9,10,90,23.0327217699338
1401.5767132796022,4,5,20,6.452386849901809
1231.3685313901838,1,7,7,5.665932168669633
986.7652591145928,10,3,30,10.466847284078607
1320.0448262628047,1,7,7,5.040701050398763
1225.1409076587602,1,5,5,5.920015426499391
361.19808244045015,1,10,10,7.632186830723446
1349.5825978859689,4,6,24,8.830228676322081
855.079138681911,1,6,6,6.0053326298207
1230.4162172296876,2,4,8,7.1161045395041205
1354.5278198928904,4,8,32,9.005774017545692
545.2048649606095,7,9,63,16.501776370298636
254.07269433874745,2,2,4,3.0681079940198517
419.1092275587184,8,9,72,16.26240284604744
697.9509040767589,7,4,28,7.5035054461296
1245.2206722914905,9,6,54,14.658784155720845
1305.0228165588808,6,7,42,13.229458944153594
109.73298274366698,4,4,16,4.293470051255407
815.0462236085921,6,8,48,14.663448472934554
684.3754044082906,4,10,40,13.207954395353848
410.9509346590223,7,8,56,15.08579131929682
267.8115142671559,9,1,9,6.872914690324977
572.6612399650792,3,8,24,9.813493251512009
1420.0735854775269,3,10,30,12.665227412570992
552.4841048290573,2,3,6,1.9680146223289863
826.3068704407125,1,5,5,6.438850406369049
1084.2265424532488,1,10,10,9.868455242309741
609.0814433310115,3,8,24,8.42453465012127
1460.494915809345,7,6,42,12.507010187575945
1447.4262129189558,9,4,36,13.726722023066916
452.4952141555098,2,4,8,1.574489263720365
796.1479082493396,7,4,28,10.089830367927423
521.2296337434775,1,6,6,6.887643099485779
498.77669212845467,2,7,14,5.925816806931396
151.64172629634592,6,5,30,8.966581197074387
953.3900675718555,5,10,50,15.05832486851113
803.750632520406,8,8,64,18.372479786760508
172.0702517499851,2,7,14,6.003322150376151
490.105049931256,1,8,8,5.16613858850857
1371.5722403533152,7,4,28,8.364332666257747
435.38664693376137,6,8,48,13.212141940147035
302.85282092771234,8,6,48,12.50098660563597
785.2338643885882,8,3,24,5.718618645493698
1479.910635754841,2,8,16,7.649857976063309
438.8773801161006,8,7,56,13.581301389930658
1040.98976636823,6,10,60,15.985838640565765
1166.2674614602047,9,5,45,13.740209099187464
432.6925615893595,7,4,28,8.600727399743976
1119.5028880566033,2,1,2,3.444873584740319
614.8963858069545,8,10,80,23.019168216478178
985.2281628310112,9,3,27,9.258319583349534
986.9415950652526,7,2,14,5.669826987366033
850.0845577046618,4,8,32,13.250660414903214
226.40567807617163,9,8,72,19.34872392239657
1269.423493824933,4,5,20,7.115516928350496
549.0920909604301,4,5,20,9.118325720384405
361.12591455979594,9,4,36,7.6522436481333465
157.08519817666948,8,1,8,8.619754971323637
927.2501204635386,4,1,4,6.728757187641324
1048.5901065791954,8,6,48,14.895082217761088
123.22296049899862,8,4,32,10.334301552889993
816.9302816189934,7,4,28,10.19943579198404
417.09408527711315,10,3,30,8.545642116582078
1003.2419065732298,6,9,54,17.299978723950876
344.113000606988,8,3,24,9.922462852478162
1067.3128333434524,7,8,56,14.74374137240645
641.4294848207524,5,2,10,5.034850620572764
1411.4219842314283,4,4,16,6.1730720097263685
292.5293218043905,2,1,2,1.8135859951541429
577.4928914703619,8,5,40,11.153566576506563
258.8629297368247,9,2,18,8.596459062438933
1394.571065589988,4,1,4,7.390403231150232
1328.2750947333734,4,1,4,3.261063432340932
461.11827880121785,5,2,10,5.875942679708097
1023.9776644478507,2,5,10,7.467442437464868
1244.1110802817022,7,9,63,15.016421109646311
877.2811362392473,5,6,30,11.602069879507454
841.510809698409,6,4,24,6.465838783810556
438.59320726063237,4,3,12,4.310352783613462
230.34387492825888,8,8,64,14.309172604154043
1356.1020611346576,8,3,24,7.555532333931992
1360.5852800286627,5,1,5,7.02685812566353
986.3420401825751,6,4,24,7.559380528625543
574.6417074681809,3,5,15,5.704848197530639
588.8934044577252,1,5,5,4.217555551089332
1116.3379504183351,9,5,45,14.797157155485289
1355.954363933608,9,8,72,17.95895784116264
1341.9209939711643,3,8,24,11.115075729268161
1191.8257642006733,4,4,16,7.237182007762848
998.8443046160029,7,9,63,15.635577149660602
217.79595099306835,2,1,2,3.2663536193965603
326.28019973245927,3,5,15,8.920244504356933
1357.9758639379108,6,5,30,11.321865464182192
949.0006835234259,8,5,40,11.384547526683496
112.87587226328151,1,8,8,3.822196590798099
242.06016001244495,4,9,36,11.893758277854843
1028.902476751278,1,3,3,4.0280856323173335
107.08621738470616,2,9,18,5.520682701745361
325.1312719844981,8,8,64,13.310478011674343
868.2273051132206,6,3,18,8.008276127811849
1068.6532767697704,9,2,18,6.439307443907236
1012.7457633036407,2,4,8,4.8216412290108615
413.9770332447837,3,2,6,5.871024095947608
1097.0509098865502,9,4,36,10.647393676877774
432.1487224955201,9,5,45,13.894821278689271
555.5595774229748,6,2,12,3.9793141444968794
1145.0879671652337,3,8,24,11.302208195631993
1009.4860586661006,5,1,5,5.531678723176938
1288.912774691849,2,3,6,6.010093447628882
1020.6580492204807,7,7,49,13.378327500674349
895.6320446696602,10,10,100,24.746596757078983
231.14467495932948,8,1,8,5.02416015092552
614.8021242832069,6,2,12,8.461518889143608
471.28331475441564,8,3,24,7.2186354128647885
441.585500730717,2,2,4,4.812157764649595
1462.2147766534238,3,2,6,4.17348610582026
650.3368145334646,7,6,42,11.742481032767229
1348.8651772479586,10,7,70,18.03996798716679
983.594076396168,1,6,6,4.824025585461424
1212.7358249583078,7,6,42,12.98940217766601
803.6919303472689,6,9,54,17.27000640982549
907.6654384769028,8,8,64,17.700295249068066
789.5247713464095,7,8,56,17.130166288414745
373.3401829172623,4,6,24,7.968544024914577
1111.4329613661075,3,5,15,9.2969688347337
493.0813074171981,3,9,27,9.876676027695051
134.04235300403536,4,2,8,2.2842018333532303
1003.661214270035,9,7,63,18.541323378082676
347.95495116986854,9,6,54,16.121763124420035
1416.64201809408,2,7,14,9.290759486426674
1435.5000078036223,5,4,20,10.217319956449213
1380.810146308628,1,9,9,9.930349922972987
618.2221803576222,4,7,28,9.031371859548758
121.6392631404144,2,2,4,1.1663613078920938
1399.6459876228155,8,4,32,12.143338692018535
699.45780764424,4,5,20,10.188592403230778
1453.3167466611374,5,2,10,7.15841796255646
1449.067967924954,4,10,40,15.042695729609127
1294.213237654304,5,8,40,13.400521533648758
512.22844889742,5,1,5,4.116316284892452
639.1368200426954,5,3,15,5.436246457752394
1291.5913401235996,3,1,3,5.155583703498098
543.6908072187887,7,5,35,11.754058015414444
337.2898453605295,3,8,24,6.120806564965556
879.5217674416903,2,7,14,5.00733076843891
1410.6166838250933,3,9,27,8.74044061981674
1074.4417153449622,3,2,6,6.962069228912508
898.0856381251109,8,8,64,15.608981045759224
236.04709127907594,4,8,32,10.19968534621164
961.0101173788377,3,6,18,10.59954406908263
1486.0753901459686,10,3,30,12.17093651471844
296.11762133113365,5,2,10,5.163675419301311
825.6615133092314,4,8,32,9.58663526778857
1328.3223006991377,9,6,54,16.356461065751322
1137.0760648558862,8,4,32,9.581507442833855
1075.822037393375,7,5,35,8.646676906253187
1083.4777175819531,8,5,40,12.645468312599464
603.2876117076572,5,9,45,13.537799464668836
511.0285819702907,4,9,36,10.429481856276155
1233.105617669919,7,8,56,15.046274061243357
1234.158752550853,1,8,8,6.848170762266816
1313.901246012145,6,2,12,5.937697781761796
1378.5367735790599,8,3,24,11.070375769813365
815.8793584053129,7,8,56,16.00202821306321
802.1228125620794,2,5,10,8.146307380732164
1217.6132505534852,7,7,49,14.1519642519612
1009.9495030888712,6,8,48,14.324632407430716
1082.7536281607847,5,6,30,10.825876807799116
1214.1097372105414,4,5,20,8.068728173814616
1346.007478544593,1,8,8,4.416781881654092
573.1932195921502,2,1,2,3.112221709259594
625.8161336959216,7,1,7,8.303864804412115
231.5747157772166,10,1,10,6.862182549242766
909.5921973946436,3,3,9,8.206464531676023
150.31918331543892,5,10,50,14.645832907988822
751.8372253854442,8,6,48,13.275723209711485
859.7024885906072,8,6,48,14.62177848061238
501.1577529795982,6,5,30,10.907154827235892
927.166564796615,5,7,35,9.00335222605016
142.7003499146692,2,5,10,5.052633020293216
152.2874642489002,9,2,18,6.356925771999134
1251.6407849235216,1,4,4,7.219448595158249
604.2668979757681,2,1,2,3.067021545090897
277.8847177126387,1,7,7,1.0153128259586204
831.1405640767262,4,4,16,7.5221104353001795
1177.9909743380551,4,4,16,4.4632046181583025
402.14943849558045,5,4,20,8.81546150153055
972.0466661466004,5,3,15,5.742261031981302
219.4864509912752,8,8,64,13.942854204679742
172.35440963605078,3,4,12,3.4881346720042274
843.8964841954072,6,8,48,12.547281607224061
856.8891702541491,3,9,27,10.03021309915009
992.4018620974891,2,1,2,1.9940419789545265
1116.527867211726,8,4,32,10.58181828646096
1466.1929112475484,1,6,6,4.218966518567322
822.8204876216735,9,8,72,17.96817364306941
552.1390621177443,7,6,42,14.038159135289675
1213.260672676185,10,6,60,16.153642716498343
479.16515176690393,4,10,40,13.094550455784866
714.5599889878905,3,4,12,3.8446835199568934
209.83893387917234,6,9,54,14.78922196682101
135.49104078164052,9,7,63,16.927358425654838
1447.707780549095,9,6,54,18.23323353591961
1270.3721687170882,4,1,4,5.04186588838283
1074.363888531177,10,2,20,9.955891933716664
672.5341221799779,5,6,30,7.824289974757383
342.6120480991841,9,1,9,4.560109302185472
319.01185973952045,2,5,10,3.5375982070366847
450.34005743043343,2,1,2,2.693359348600324
868.9173305885687,5,3,15,5.895511831054205
1100.4342917800873,1,7,7,7.3810505055290605
1024.2763274048239,8,5,40,16.15143814847923
491.90745572431996,5,10,50,14.916177050161208
1436.8113929284718,10,1,10,9.891109760867893
1133.055683374076,2,1,2,1.7892825257910765
876.0956735159609,9,8,72,18.324736147039903
956.4090447280931,2,9,18,9.138101252362958
687.4400873989059,7,7,49,13.722463721489676
446.8233853016204,8,3,24,10.858643957619527
598.3617501117662,6,6,36,9.680894429808925
1160.9845546501167,7,3,21,9.256655150775048
120.15088408165822,1,10,10,2.397600140619968
262.50169670968273,4,4,16,6.362013051464644
164.40369883045383,7,4,28,8.987681181532736
157.02032324655818,1,3,3,2.1856634515141877
1297.6448176154101,1,10,10,8.988241910698108
1085.1210031320331,6,6,36,10.923507918646795
763.8433607222553,4,5,20,5.895407406089987
236.96782491140206,3,9,27,7.5411250938009875
788.2622251635653,5,9,45,12.14767542212207
762.8604790927919,9,3,27,7.537193544734906
342.48261787402123,10,9,90,18.78723168618086
707.3923089331622,10,3,30,8.86968836977921
657.9066281563228,10,4,40,11.381658483734428
962.190137273103,3,1,3,3.8721950279346515
989.1311112147013,5,5,25,7.392400741518973
163.42561368086234,10,9,90,19.02606325639001
624.4576604770597,5,2,10,4.127517872272672
976.2038819999309,9,4,36,12.30772592116186
804.3907620121228,10,10,100,21.816083730581138
1299.0857776636512,4,2,8,5.022274759656135
1022.171084266523,1,8,8,8.202950486645808
328.10819791400155,10,9,90,19.56428263198954
198.7962463606018,5,3,15,3.4766740976882646
999.3869894888419,1,9,9,7.1179450848729635
137.11583475827052,6,6,36,8.62741679002136
920.0858137828486,10,6,60,12.097254622587155
1416.3223379949407,10,7,70,19.431213327899982
905.6638490262305,7,5,35,12.466683335652842
643.4378966891306,1,6,6,4.853337837868622
1000.6035058192945,10,1,10,8.466004485082289
741.5540466881233,4,3,12,6.649146940541405
863.8635050423089,9,9,81,18.895377507769265
1418.0507322871351,1,5,5,8.960361783504823
640.5436929210839,9,5,45,13.212802758688623
1445.66678935348,8,8,64,18.733037940872915
1367.4908987384892,5,2,10,5.044780369649235
374.107588705015,6,7,42,9.329442374223653
197.10582122523164,7,9,63,13.919120734828464
241.0892019283973,4,7,28,10.062330224626013
125.51055591216962,6,5,30,11.116768676625723
232.22014505829975,7,6,42,11.697566896894575
1056.2094827828996,6,4,24,9.251206427074475
199.6641078443206,6,7,42,12.75018766359084
546.5658824112659,2,1,2,4.464884416868294
1282.8254353572363,5,4,20,6.4875518289987735
132.5807100301562,3,3,9,6.157062378887796
1240.25587562451,7,4,28,9.809772022841141
494.5966846827599,4,1,4,4.815162640303933
265.43075867031877,1,2,2,0.329413958663725
1075.432031509811,6,9,54,17.201117033922667
980.5199854918376,6,7,42,10.710497287097756
1328.4608189378741,7,6,42,15.138891168389506
1129.0994613254402,8,2,16,8.82321841330271
1224.873302538788,3,1,3,1.8416822735011205
494.84840159982906,6,2,12,7.302817458120764
348.41536129161193,10,7,70,15.532862658999914
1150.8606522972016,2,2,4,6.016094697449019
1229.5686349741695,9,3,27,10.625854707167418
1486.7071988009427,2,8,16,7.3040079085358025
677.6647476759971,3,7,21,6.6855005161877665
620.8253201098964,10,9,90,27.19584871665268
1186.9781450387957,2,4,8,9.234976813937557
577.124956354225,9,7,63,15.788232627764009
1403.0602558449907,1,1,1,4.29307794391129
1301.7778525802166,5,2,10,8.208106505525071
700.5916383250257,1,7,7,3.6133675731670736
1151.2194949080963,5,2,10,7.137343258663499
1156.3600237185553,8,6,48,15.793472337398313
244.37341637030565,8,10,80,19.431513947954954
1363.5740693513933,8,9,72,21.613566460820724
807.353321427,2,5,10,5.943672579124311
1257.0404525508384,8,10,80,22.572026221135015
548.0694414428565,5,7,35,11.000589313299024
1353.7325198946808,1,1,1,1.2569186221688993
644.8823502278284,7,8,56,16.398207442442622
115.17271207241771,6,9,54,15.683265713278777
1367.534766986969,5,5,25,9.758265656727268
227.80134750058699,1,6,6,2.0469635635028265
547.0390926265809,1,8,8,7.096190023225231
1430.0867538711268,6,4,24,10.334888745009069
1430.8500057125786,10,2,20,10.107218931144802
902.8130433726005,7,10,70,18.68915528719281
984.572097037719,10,8,80,21.680709800965424
727.8237307696477,10,2,20,8.687551862908578
510.4950803772903,1,5,5,3.358608914230807
560.1303635178824,9,6,54,11.897369711437415
1041.5258385078537,4,5,20,7.590761926384957
1153.324341212752,5,6,30,12.070986934148737
1208.2106612161879,2,6,12,6.714279018998118
1205.4653999123755,10,3,30,12.472704807511832
227.6885442681665,8,3,24,5.534004786391074
792.188426583614,2,9,18,6.9668865928393195
180.582264023302,3,3,9,2.206612908585331
869.3404352532298,9,3,27,9.891744372486682
718.1427019227278,2,2,4,6.12430545120121
1342.7858558616197,6,7,42,16.95202214852474
591.2810175729102,4,10,40,13.968869845469724
263.8938229986482,7,10,70,14.190921886399238
300.1883548739702,6,4,24,6.4722551603161715
1166.1148844044612,10,1,10,2.673953518277769
965.5052886427654,9,6,54,15.37881471298904
241.57174657190635,9,5,45,14.370465110215827
217.7495285609964,10,2,20,8.458760062776328
1081.3567840427681,4,6,24,6.714512307284041
201.86820890987093,1,1,1,3.3368200864989244
1250.6040830064987,2,3,6,7.007627516540598
1088.7391180190948,8,4,32,13.292170513048504
213.88829289865967,10,3,30,10.791439354543927
218.77279971926868,8,6,48,11.648341842901825
1481.2954099016456,2,4,8,3.580218884305842
623.9791140585685,4,1,4,5.20434752528201
618.8990058936473,1,5,5,5.452697209521305
1237.9193941605035,7,5,35,8.867941966993804
1426.1480083374022,4,9,36,11.605848628900443
1480.4014893520193,8,8,64,16.75649142002975
1154.7294593625184,9,8,72,20.1006656920555
626.763419743282,9,5,45,12.680276429454263
216.90100337813627,3,8,24,7.73827906345884
1188.0056822984116,5,10,50,14.746792627137012
881.765949630127,6,7,42,10.975030504441294
693.9108129457668,6,1,6,5.935894447464905
1368.8961391326304,10,7,70,17.94745795681753
255.67647522861188,8,8,64,17.454917277162835
789.6751460072028,6,3,18,5.189792996269672
115.89510267438669,6,9,54,12.993832723489069
756.1248987917768,4,8,32,13.659499681482504
178.82458595457229,7,2,14,5.709582639678882
266.3450827753007,8,6,48,11.796869879879264
264.53674548794686,3,4,12,3.8869436093492116
1008.894422962489,7,3,21,7.163697766317766
1144.4628309715927,3,6,18,8.96947112166298
916.7162711360235,8,10,80,21.581327215928614
1447.0415678643587,1,9,9,8.521028997927822
624.8188113331856,1,2,2,2.5608113912996333
499.99692079460505,6,10,60,16.702346906224857
1316.0387794652445,10,10,100,22.525240401736955
413.03417392723367,9,10,90,21.593191450181266
1448.5115552168559,4,5,20,9.749004640997569
117.01626456574289,6,6,36,10.235062075996538
1457.8303573906946,5,4,20,8.182816489689388
160.42387673080657,1,7,7,3.3082829623389625
1347.6003591772994,6,2,12,5.143957500771178
838.7815527208198,9,7,63,18.833435464070444
1490.1507145670205,3,2,6,5.496785459834007
203.3151906295584,3,1,3,1.5209359576353214
875.3959981618491,2,5,10,5.068947180268535
1457.0235498667384,4,2,8,4.679307837081749
832.3369818382083,10,8,80,19.061118061663162
981.1580933893675,3,8,24,11.479160693998493
1074.048164578464,2,1,2,4.320663236831419
736.3574906748826,1,4,4,5.215455095010121
978.5813121176889,3,9,27,11.946092234788008
918.0400366923403,10,5,50,17.635825273937805
1361.6212146873845,6,10,60,17.564822702649682
163.62493247804102,9,6,54,12.885267967787023
493.3484654291224,5,3,15,6.592462843028924
1430.5760777071823,3,5,15,8.984167068788246
1346.3692974472829,5,1,5,5.2916698517376055
737.9194538999981,5,8,40,10.834892629695135
968.1856369221514,5,6,30,10.615366438032805
488.3336561735857,7,2,14,6.7934028115842
363.36962361326584,5,4,20,7.3478215085506395
749.177766915975,7,4,28,6.641896580185556
594.6931192364739,9,9,81,17.25425198920835
917.1185565912209,5,9,45,14.759413535094007
208.82849175097877,2,5,10,3.9591907327300975
1464.152730732633,5,3,15,11.215164335593762
1480.695042271444,8,1,8,8.973131183373996
1077.4263996276431,4,6,24,7.452657873237656
850.5349128817685,2,8,16,9.440842751658302
533.3386628008589,10,1,10,8.36754263091006
1239.313027589728,3,1,3,3.560715606161256
1058.623641575431,9,7,63,16.937980851969982
327.66371508284783,9,7,63,14.7832718573965
1375.2980582913794,8,2,16,6.666611458199573
1251.5521400924365,8,3,24,12.068571200787826
1429.7198786086938,8,2,16,4.574479015903611
1116.0073117437041,8,6,48,13.220142863501188
958.7812743101058,8,8,64,16.483873544652234
685.5402508068664,1,8,8,6.306862435018973
1405.8198766956186,6,1,6,4.052095373414938
1312.4894453005718,9,9,81,23.107380471728682
163.30613814866518,8,8,64,12.772762721782687
136.9137642961528,3,9,27,6.091918782322316
627.0487136292694,1,9,9,6.5911770921236394
1234.774663094566,2,6,12,5.3391197028191435
1482.1865810409222,2,3,6,5.976010092737976
310.5836475449395,7,1,7,3.0610267504285957
931.7830014929892,6,8,48,15.274659289076958
633.2471992834301,2,10,20,7.474691489879401
1457.8801569404445,8,3,24,12.282586472310301
1278.9664923899923,9,7,63,18.452044256485916
1273.660186595593,7,10,70,18.01017743266931
756.1704237129584,4,6,24,9.648710454375015
680.7473032727313,1,3,3,3.530518520458141
482.7699007029887,4,6,24,9.343805589680839
178.92569531129794,4,3,12,5.4570168863200825
1310.6113267570745,8,9,72,19.96015294768472
1238.0614127821086,4,1,4,4.773100906713039
1499.6047426005828,4,8,32,13.555920467994149
1495.2915719034675,2,5,10,8.84647803102713
877.6043878436784,10,4,40,12.560059277035707
1176.5823812527146,7,1,7,6.812387612133343
1422.6720218353992,4,9,36,14.45123136172694
1289.506346948376,6,9,54,18.4894032342738
446.2873424404767,3,5,15,8.190759865850696
730.761789434131,7,9,63,18.15630884768701
280.823181212093,6,10,60,14.740462698734067
1435.6714381622114,3,9,27,9.452031398097693
948.6444882312321,4,7,28,10.936234610551136
420.0999277048478,10,8,80,19.867790382588954
1040.3809581681994,5,1,5,4.135348631361567
965.3795366410542,9,4,36,9.629387005657179
601.4278052459767,6,10,60,18.4865458796236
258.98062907948065,4,10,40,12.356352135827823
1040.2024738299194,7,4,28,8.16803587762215
828.4307812653107,2,9,18,8.36639232241842
1181.245748429895,4,3,12,4.546964230063574
828.2289015567908,5,10,50,15.679134154938351
1293.0541004459562,4,10,40,16.561230424756452
872.6695742842797,4,1,4,3.6663046149438054
885.3131601495407,9,5,45,13.081897699927653
1327.315043721683,2,7,14,7.7401998332851205
664.8760126973558,6,4,24,7.993157244799963
287.62131983089705,8,9,72,16.21135465785141
140.29574683867457,8,6,48,14.353655783676205
1157.1921579430666,7,6,42,13.406926318434257
968.4333718948506,10,3,30,10.731941107115718
1085.711675338913,4,10,40,13.032343017497693
398.149826112475,7,10,70,15.486954971404561
290.9200658214777,10,5,50,14.489413371946803
120.3625319350347,6,10,60,17.175163088654806
590.8225823292357,6,6,36,7.989443406214926
925.8847615964863,2,4,8,6.315940318591572
649.1416631396253,8,3,24,9.791959454485845
712.4648908332207,8,5,40,13.751237560365192
1365.8221722912479,7,7,49,16.789842177568286
587.5576538326204,9,6,54,18.328819285651345
819.5852848237352,8,2,16,7.839561504272047
1197.1142178376003,9,1,9,8.333245720342047
655.1598952497782,9,5,45,12.7789681619154
970.9213803190229,6,5,30,9.037590496146962
1307.3091922454432,2,6,12,8.477028546944783
1429.328873120699,7,3,21,10.799348747606095
305.90287330065314,3,1,3,2.874483204485412
1397.2226752260922,7,4,28,8.204077501371085
788.9628103113535,9,4,36,9.104490838646234
461.5421436185417,10,10,100,24.074026785436452
742.7900587335658,10,2,20,7.736974440105005
1472.045605399668,2,8,16,9.67823115018112
789.6653315900174,6,6,36,11.903367490201996
560.2522544025114,6,3,18,6.648879099213747
986.761196043416,9,1,9,6.0393960164207545
436.2038662894703,9,3,27,8.627007290903547
206.20865935212947,5,8,40,11.999652682317812
280.43161067490894,5,4,20,7.380860146850029
279.2641745408814,9,3,27,7.310066453165996
312.6637709172121,8,4,32,9.403073505039947
294.3580417091742,7,4,28,6.89765575442042
997.2246427245004,8,2,16,8.365982911819419
354.63211815880277,6,4,24,7.010950911826229
583.9341966534084,3,9,27,10.797526586280723
1355.5037738684166,7,4,28,10.250363768696362
763.5462963680213,8,1,8,7.243101631182495
1034.580833929438,8,1,8,8.068751342179809
341.2478196822818,1,1,1,2.1987976496397073
369.20462633213907,7,5,35,9.537544333551702
157.2160627730704,3,6,18,4.908486336956047
336.5090883010304,2,6,12,6.915466314542628
490.02647464474205,2,6,12,5.680762830580977
347.8146779874455,8,9,72,17.567854369512528
224.18354725987786,9,1,9,4.315762153494917
268.89021954084114,3,10,30,7.86359011019699
745.0902752458161,3,6,18,9.101905078402986
388.8672057681095,6,8,48,12.850662675584918
609.9778054673056,10,8,80,16.626581101064875
804.7841791967996,1,3,3,3.3525254616492655
1066.5527600811115,6,5,30,8.401064717496226
155.0369957775385,3,10,30,10.595641915394959
1219.1745584726598,4,4,16,8.317853982124724
979.0605452872709,9,1,9,8.67050304852479
214.46264472842068,3,9,27,6.764048763634289
1323.0100737494881,1,5,5,7.851832356329004
1389.2213607445385,3,2,6,6.157444842741907
185.50914379680927,7,2,14,3.320648531206637
487.6287074060852,7,7,49,15.965783681960994
1228.6817917102858,5,4,20,8.370674828258656
1147.5635665371217,1,1,1,1.358275045392623
358.32942709892825,8,5,40,12.67603346706476
393.0890526713944,10,2,20,5.952818454897418
618.6609439079348,8,7,56,16.571653535552436
778.3321792674299,10,9,90,21.368729657894846
